Product_ID,Product_Name,Product_Category_ID,Business_Unit,Product_Type,Development_Date,Lifecycle_Status,Risk_Category
100048,Product_100048,2,Product Management,New Product,2025-02-17,Submission,Low
100049,Product_100049,5,Quality Assurance,Reagent,2023-11-30,Launched,Medium
100050,Product_100050,1,Quality Assurance,Component,2023-03-27,Launched,High
100051,Product_100051,1,Regulatory Affairs,Software,2024-02-13,Approved,Low
100052,Product_100052,1,Product Management,Component,2023-05-31,Approved,Medium
100053,Product_100053,5,Research,Component,2022-05-17,Approved,Medium
100054,Product_100054,4,Research,Software,2024-08-03,Launched,High
100055,Product_100055,5,Product Management,New Product,2024-10-14,Launched,Medium
100056,Product_100056,5,Regulatory Affairs,New Product,2022-04-25,Approved,Low
100057,Product_100057,3,Research,Component,2022-12-31,Launched,High
100058,Product_100058,4,Product Management,Reagent,2024-07-01,Launched,Low
100059,Product_100059,1,Research,Platform,2025-01-11,Launched,Low
100060,Product_100060,1,Regulatory Affairs,Reagent,2025-08-27,Development,Low
100061,Product_100061,4,Research,Software,2024-06-01,Approved,Low
100062,Product_100062,3,Quality Assurance,Platform,2022-05-17,Approved,Low
100063,Product_100063,4,Quality Assurance,Platform,2023-05-31,Launched,Low
100064,Product_100064,5,Regulatory Affairs,New Product,2023-01-05,Submission,Medium
100065,Product_100065,4,Product Management,Component,2025-12-13,Launched,Medium
100066,Product_100066,3,Diagnostics,New Product,2022-01-20,Post-Market,Low
100067,Product_100067,3,Quality Assurance,Platform,2023-07-03,Development,Medium
100068,Product_100068,2,Research,New Product,2024-01-27,Launched,High
100069,Product_100069,1,Quality Assurance,Reagent,2023-03-14,Submission,Low
100070,Product_100070,3,Quality Assurance,Platform,2024-12-03,Launched,Low
100071,Product_100071,1,Diagnostics,Platform,2022-07-11,Approved,High
100072,Product_100072,3,Diagnostics,Platform,2025-09-15,Post-Market,Medium
100073,Product_100073,6,Product Management,New Product,2023-08-08,Approved,Low
100074,Product_100074,2,Quality Assurance,Platform,2023-06-22,Post-Market,Low
100075,Product_100075,1,Product Management,Software,2025-09-10,Development,High
100076,Product_100076,2,Diagnostics,Component,2022-08-06,Launched,Medium
100077,Product_100077,2,Product Management,Platform,2023-11-17,Approved,Medium
100078,Product_100078,4,Research,Reagent,2022-02-12,Submission,Medium
100079,Product_100079,3,Quality Assurance,New Product,2024-01-18,Post-Market,Low
100080,Product_100080,5,Quality Assurance,Reagent,2023-04-20,Approved,Medium
100081,Product_100081,4,Product Management,New Product,2024-12-17,Launched,Low
100082,Product_100082,3,Regulatory Affairs,Reagent,2024-01-19,Launched,Medium
100083,Product_100083,5,Research,Reagent,2024-07-02,Approved,Low
100084,Product_100084,1,Quality Assurance,Reagent,2025-08-09,Submission,High
100085,Product_100085,1,Diagnostics,New Product,2025-10-20,Post-Market,Low
100086,Product_100086,1,Diagnostics,Component,2022-11-13,Launched,Low
100087,Product_100087,5,Diagnostics,Reagent,2024-01-04,Post-Market,Medium
100088,Product_100088,3,Regulatory Affairs,Component,2025-02-15,Launched,Medium
100089,Product_100089,1,Diagnostics,Platform,2022-07-06,Launched,Medium
100090,Product_100090,3,Regulatory Affairs,Platform,2023-12-04,Launched,Low
100091,Product_100091,1,Diagnostics,New Product,2024-03-25,Development,Low
100092,Product_100092,5,Quality Assurance,Platform,2025-06-21,Post-Market,Low
100093,Product_100093,3,Regulatory Affairs,New Product,2022-05-09,Launched,Low
100094,Product_100094,2,Diagnostics,Component,2025-06-14,Launched,High
100095,Product_100095,2,Product Management,Platform,2022-12-14,Post-Market,Medium
100096,Product_100096,4,Research,New Product,2025-06-07,Submission,Medium
100097,Product_100097,2,Research,New Product,2024-08-14,Approved,Medium
100098,Product_100098,1,Product Management,Reagent,2023-08-10,Submission,Low
100099,Product_100099,1,Quality Assurance,Component,2022-07-15,Launched,Low
100100,Product_100100,6,Quality Assurance,Component,2023-05-21,Approved,High
100101,Product_100101,6,Regulatory Affairs,Software,2024-12-17,Submission,Low
100102,Product_100102,5,Quality Assurance,Component,2022-10-30,Launched,Medium
100103,Product_100103,2,Research,Platform,2024-09-05,Approved,Low
100104,Product_100104,6,Quality Assurance,Component,2022-11-30,Launched,Low
100105,Product_100105,5,Quality Assurance,New Product,2022-04-29,Approved,Low
100106,Product_100106,5,Regulatory Affairs,Component,2024-06-19,Submission,Low
100107,Product_100107,3,Regulatory Affairs,New Product,2025-04-02,Approved,Medium
100108,Product_100108,2,Regulatory Affairs,Reagent,2025-11-06,Approved,High
100109,Product_100109,1,Diagnostics,Component,2024-01-04,Approved,Low
100110,Product_100110,6,Quality Assurance,New Product,2024-06-04,Approved,Medium
100111,Product_100111,3,Product Management,Component,2024-09-22,Post-Market,Low
100112,Product_100112,1,Quality Assurance,New Product,2023-08-26,Submission,Low
100113,Product_100113,2,Diagnostics,Platform,2022-02-23,Approved,Medium
100114,Product_100114,4,Quality Assurance,Reagent,2022-12-21,Launched,Low
100115,Product_100115,1,Research,Software,2023-07-08,Approved,Low
100116,Product_100116,6,Quality Assurance,Software,2024-08-10,Launched,Low
100117,Product_100117,5,Quality Assurance,Platform,2023-03-22,Launched,Low
100118,Product_100118,5,Quality Assurance,Platform,2022-11-05,Development,High
100119,Product_100119,3,Quality Assurance,New Product,2025-08-15,Post-Market,Low
100120,Product_100120,4,Diagnostics,Component,2022-05-17,Approved,Low
100121,Product_100121,4,Research,Component,2025-02-25,Launched,Medium
100122,Product_100122,4,Research,New Product,2022-05-17,Post-Market,Low
100123,Product_100123,1,Regulatory Affairs,New Product,2023-04-14,Post-Market,Low
100124,Product_100124,3,Quality Assurance,New Product,2025-05-27,Approved,Low
100125,Product_100125,1,Product Management,New Product,2025-05-14,Launched,High
100126,Product_100126,3,Regulatory Affairs,New Product,2023-07-13,Approved,High
100127,Product_100127,2,Quality Assurance,Platform,2022-01-26,Launched,High
100128,Product_100128,1,Diagnostics,Platform,2025-10-05,Launched,Low
100129,Product_100129,1,Product Management,Platform,2025-07-22,Approved,Low
100130,Product_100130,4,Regulatory Affairs,New Product,2023-12-27,Launched,Medium
100131,Product_100131,1,Research,Component,2022-02-11,Launched,Medium
100132,Product_100132,6,Product Management,Reagent,2024-10-07,Approved,Low
100133,Product_100133,4,Quality Assurance,New Product,2025-02-18,Launched,Medium
100134,Product_100134,2,Quality Assurance,New Product,2025-04-23,Submission,Low
100135,Product_100135,4,Quality Assurance,Component,2024-12-03,Launched,Low
100136,Product_100136,1,Quality Assurance,New Product,2025-07-01,Submission,Low
100137,Product_100137,6,Regulatory Affairs,Platform,2024-01-16,Launched,High
100138,Product_100138,3,Diagnostics,Platform,2022-08-26,Submission,Medium
100139,Product_100139,5,Quality Assurance,Platform,2024-10-04,Launched,Low
100140,Product_100140,1,Regulatory Affairs,Reagent,2022-11-13,Launched,Low
100141,Product_100141,3,Product Management,Reagent,2024-07-09,Approved,Low
100142,Product_100142,3,Diagnostics,Platform,2022-08-08,Launched,Low
100143,Product_100143,6,Quality Assurance,Platform,2022-02-27,Launched,Low
100144,Product_100144,4,Quality Assurance,Reagent,2023-10-13,Submission,Low
100145,Product_100145,3,Quality Assurance,Component,2024-05-14,Launched,High
100146,Product_100146,2,Diagnostics,Reagent,2022-08-15,Approved,Medium
100147,Product_100147,2,Quality Assurance,Software,2025-02-20,Launched,High
100148,Product_100148,3,Product Management,New Product,2024-08-08,Post-Market,Medium
100149,Product_100149,3,Diagnostics,New Product,2025-03-15,Launched,Medium
100150,Product_100150,1,Regulatory Affairs,New Product,2023-06-15,Submission,Medium
100151,Product_100151,6,Regulatory Affairs,Reagent,2024-08-21,Approved,Medium
100152,Product_100152,6,Product Management,New Product,2025-11-09,Launched,Low
100153,Product_100153,1,Diagnostics,Component,2022-09-24,Submission,Low
100154,Product_100154,3,Regulatory Affairs,Component,2025-04-08,Launched,Low
100155,Product_100155,1,Product Management,Reagent,2024-07-07,Launched,Medium
100156,Product_100156,4,Product Management,Software,2024-11-24,Launched,Low
100157,Product_100157,2,Product Management,New Product,2024-07-03,Submission,Medium
100158,Product_100158,4,Product Management,Platform,2024-10-03,Launched,High
100159,Product_100159,5,Product Management,Component,2025-02-13,Approved,Low
100160,Product_100160,5,Diagnostics,Reagent,2022-02-27,Submission,Low
100161,Product_100161,1,Product Management,Software,2022-02-16,Launched,High
100162,Product_100162,6,Research,Component,2022-05-03,Launched,Low
100163,Product_100163,2,Regulatory Affairs,Reagent,2025-09-20,Approved,Low
100164,Product_100164,1,Regulatory Affairs,Platform,2023-09-24,Launched,Medium
100165,Product_100165,3,Quality Assurance,New Product,2025-12-19,Submission,High
100166,Product_100166,2,Research,Reagent,2025-08-29,Approved,Low
100167,Product_100167,6,Research,Component,2023-05-20,Approved,Low
100168,Product_100168,5,Product Management,Reagent,2022-05-18,Development,Low
100169,Product_100169,2,Product Management,Platform,2025-05-16,Approved,Medium
100170,Product_100170,6,Research,Component,2023-09-06,Launched,Medium
100171,Product_100171,2,Research,Platform,2023-03-12,Launched,High
100172,Product_100172,3,Quality Assurance,Platform,2025-03-05,Approved,Medium
100173,Product_100173,2,Quality Assurance,New Product,2023-12-06,Launched,Low
100174,Product_100174,6,Diagnostics,Software,2023-04-13,Approved,Medium
100175,Product_100175,1,Research,New Product,2023-08-03,Submission,Medium
100176,Product_100176,1,Product Management,New Product,2025-09-19,Launched,Low
100177,Product_100177,3,Diagnostics,Platform,2023-03-18,Launched,Medium
100178,Product_100178,6,Diagnostics,Platform,2025-09-27,Launched,Low
100179,Product_100179,6,Diagnostics,Component,2024-05-10,Approved,Medium
100180,Product_100180,5,Regulatory Affairs,Software,2022-03-25,Approved,Medium
100181,Product_100181,6,Regulatory Affairs,Component,2022-06-14,Launched,Low
100182,Product_100182,6,Research,Platform,2024-06-19,Launched,Medium
100183,Product_100183,3,Diagnostics,Platform,2022-07-19,Submission,Low
100184,Product_100184,2,Product Management,New Product,2022-08-01,Submission,Low
100185,Product_100185,5,Quality Assurance,Component,2023-11-08,Post-Market,Low
100186,Product_100186,4,Research,Reagent,2023-10-07,Submission,High
100187,Product_100187,2,Product Management,Platform,2025-10-07,Post-Market,Low
100188,Product_100188,1,Product Management,Reagent,2025-08-04,Launched,Medium
100189,Product_100189,5,Regulatory Affairs,New Product,2025-09-20,Launched,Low
100190,Product_100190,2,Regulatory Affairs,Software,2022-04-18,Submission,Low
100191,Product_100191,6,Diagnostics,Software,2025-03-20,Post-Market,Low
100192,Product_100192,2,Quality Assurance,Software,2025-10-01,Submission,Low
100193,Product_100193,1,Quality Assurance,Component,2024-06-12,Approved,Medium
100194,Product_100194,6,Product Management,New Product,2025-12-23,Development,Low
100195,Product_100195,1,Quality Assurance,Software,2025-03-19,Development,Medium
100196,Product_100196,1,Product Management,Platform,2024-09-06,Launched,Medium
100197,Product_100197,4,Product Management,Component,2023-08-16,Submission,Low
100198,Product_100198,6,Quality Assurance,New Product,2023-06-05,Launched,Low
100199,Product_100199,1,Diagnostics,New Product,2023-08-01,Launched,Low
100200,Product_100200,2,Research,Reagent,2023-01-02,Launched,Medium
100201,Product_100201,5,Research,New Product,2024-04-25,Launched,Medium
100202,Product_100202,6,Product Management,Platform,2023-09-25,Approved,Medium
100203,Product_100203,3,Research,New Product,2023-03-11,Launched,Low
100204,Product_100204,1,Research,Component,2022-09-20,Submission,Medium
100205,Product_100205,1,Regulatory Affairs,Software,2024-01-24,Launched,Medium
100206,Product_100206,2,Product Management,Reagent,2022-01-30,Launched,Low
100207,Product_100207,1,Regulatory Affairs,Component,2023-06-30,Launched,Low
100208,Product_100208,4,Diagnostics,New Product,2022-04-02,Development,Low
100209,Product_100209,1,Product Management,New Product,2023-05-06,Approved,Medium
100210,Product_100210,3,Regulatory Affairs,New Product,2024-08-27,Post-Market,Medium
100211,Product_100211,5,Diagnostics,Component,2024-07-20,Post-Market,Low
100212,Product_100212,4,Product Management,Reagent,2022-01-31,Launched,Medium
100213,Product_100213,1,Research,New Product,2024-10-31,Submission,Medium
100214,Product_100214,5,Regulatory Affairs,Platform,2023-03-17,Approved,Low
100215,Product_100215,5,Quality Assurance,Component,2023-11-27,Post-Market,Low
100216,Product_100216,5,Research,Component,2024-09-15,Submission,Low
100217,Product_100217,1,Quality Assurance,Component,2022-02-23,Launched,Medium
100218,Product_100218,1,Regulatory Affairs,Platform,2022-09-13,Approved,Low
100219,Product_100219,6,Quality Assurance,New Product,2022-08-30,Launched,Medium
100220,Product_100220,2,Quality Assurance,Platform,2023-05-01,Development,Low
100221,Product_100221,2,Quality Assurance,Platform,2022-01-24,Development,Medium
100222,Product_100222,3,Research,Software,2022-02-15,Approved,Medium
100223,Product_100223,4,Product Management,New Product,2024-01-19,Post-Market,Low
100224,Product_100224,6,Research,Platform,2022-06-14,Launched,Medium
100225,Product_100225,2,Quality Assurance,Reagent,2023-09-29,Launched,Medium
100226,Product_100226,6,Quality Assurance,Component,2022-11-27,Post-Market,Low
100227,Product_100227,1,Product Management,New Product,2025-12-25,Approved,Low
100228,Product_100228,3,Quality Assurance,Reagent,2022-07-04,Post-Market,Medium
100229,Product_100229,4,Regulatory Affairs,New Product,2023-12-03,Submission,High
100230,Product_100230,1,Diagnostics,Software,2023-11-21,Submission,Low
100231,Product_100231,1,Quality Assurance,New Product,2024-12-15,Launched,Low
100232,Product_100232,3,Regulatory Affairs,Reagent,2022-07-05,Post-Market,Low
100233,Product_100233,6,Diagnostics,New Product,2025-11-10,Launched,Low
100234,Product_100234,4,Diagnostics,Platform,2023-03-22,Submission,Medium
100235,Product_100235,6,Product Management,Reagent,2022-02-21,Post-Market,Medium
100236,Product_100236,5,Quality Assurance,Component,2024-11-23,Launched,Medium
100237,Product_100237,3,Product Management,New Product,2024-03-03,Launched,High
100238,Product_100238,5,Regulatory Affairs,New Product,2024-08-13,Launched,Low
100239,Product_100239,1,Research,New Product,2025-08-24,Approved,Low
100240,Product_100240,1,Regulatory Affairs,New Product,2023-07-14,Submission,Low
100241,Product_100241,6,Research,Component,2025-08-19,Launched,Medium
100242,Product_100242,5,Research,Platform,2025-09-22,Submission,Medium
100243,Product_100243,2,Diagnostics,Reagent,2024-03-11,Launched,High
100244,Product_100244,3,Regulatory Affairs,Software,2025-02-24,Launched,Low
100245,Product_100245,4,Research,Reagent,2022-02-19,Launched,Medium
100246,Product_100246,6,Diagnostics,Component,2024-06-06,Launched,Medium
100247,Product_100247,4,Research,Platform,2022-04-28,Approved,Low
100248,Product_100248,3,Product Management,Component,2023-10-01,Approved,Medium
100249,Product_100249,2,Regulatory Affairs,Platform,2024-12-31,Development,Low
100250,Product_100250,3,Regulatory Affairs,New Product,2022-03-29,Approved,Medium
100251,Product_100251,4,Regulatory Affairs,Reagent,2023-08-17,Development,Medium
100252,Product_100252,6,Regulatory Affairs,Software,2023-08-27,Submission,Low
100253,Product_100253,3,Regulatory Affairs,Platform,2022-12-14,Approved,Medium
100254,Product_100254,2,Quality Assurance,Platform,2024-03-07,Approved,High
100255,Product_100255,2,Product Management,New Product,2025-03-26,Post-Market,Medium
100256,Product_100256,5,Diagnostics,Component,2025-12-18,Submission,Low
100257,Product_100257,5,Quality Assurance,Platform,2025-08-16,Submission,High
100258,Product_100258,1,Diagnostics,Reagent,2025-10-22,Launched,Low
100259,Product_100259,1,Diagnostics,Component,2022-10-25,Development,Low
100260,Product_100260,4,Regulatory Affairs,Platform,2022-06-13,Launched,Medium
100261,Product_100261,1,Research,Software,2022-09-25,Launched,Low
100262,Product_100262,6,Product Management,Reagent,2025-12-01,Launched,Low
100263,Product_100263,2,Product Management,Reagent,2022-11-16,Approved,High
100264,Product_100264,1,Diagnostics,Platform,2025-01-07,Submission,Low
100265,Product_100265,6,Regulatory Affairs,Platform,2023-08-16,Post-Market,Low
100266,Product_100266,1,Product Management,Component,2024-09-23,Post-Market,Low
100267,Product_100267,2,Product Management,Reagent,2025-01-05,Launched,Low
100268,Product_100268,1,Regulatory Affairs,Reagent,2025-08-13,Submission,Medium
100269,Product_100269,1,Product Management,Platform,2022-05-07,Approved,High
100270,Product_100270,1,Regulatory Affairs,Component,2023-04-20,Launched,Medium
100271,Product_100271,1,Research,New Product,2022-06-22,Submission,Low
100272,Product_100272,1,Regulatory Affairs,New Product,2023-08-07,Post-Market,Low
100273,Product_100273,1,Product Management,New Product,2023-06-18,Post-Market,Low
100274,Product_100274,4,Diagnostics,New Product,2025-06-26,Submission,Medium
100275,Product_100275,5,Product Management,Component,2024-10-24,Submission,Medium
100276,Product_100276,2,Research,Platform,2022-06-01,Approved,Low
100277,Product_100277,2,Diagnostics,Component,2023-10-14,Approved,Low
100278,Product_100278,3,Product Management,Component,2024-11-02,Approved,Medium
100279,Product_100279,6,Research,New Product,2024-12-18,Launched,Medium
100280,Product_100280,6,Regulatory Affairs,Component,2025-03-29,Launched,Medium
100281,Product_100281,1,Product Management,New Product,2022-11-25,Submission,Medium
100282,Product_100282,1,Regulatory Affairs,New Product,2025-07-17,Approved,Medium
100283,Product_100283,2,Product Management,Reagent,2025-08-13,Approved,Low
100284,Product_100284,2,Quality Assurance,New Product,2022-11-17,Launched,Medium
100285,Product_100285,4,Product Management,Platform,2024-08-22,Post-Market,Low
100286,Product_100286,3,Diagnostics,Component,2024-09-19,Development,Low
100287,Product_100287,1,Research,Platform,2025-07-08,Launched,Low
100288,Product_100288,2,Regulatory Affairs,Platform,2022-05-06,Approved,Medium
100289,Product_100289,3,Regulatory Affairs,Software,2022-12-06,Launched,High
100290,Product_100290,1,Research,Component,2025-06-11,Approved,Low
100291,Product_100291,6,Diagnostics,Component,2022-02-22,Approved,Low
100292,Product_100292,1,Diagnostics,Reagent,2023-12-05,Approved,High
100293,Product_100293,6,Diagnostics,New Product,2023-03-05,Launched,Medium
100294,Product_100294,1,Quality Assurance,Platform,2024-06-30,Submission,Low
100295,Product_100295,6,Research,New Product,2023-11-23,Approved,Medium
100296,Product_100296,6,Quality Assurance,New Product,2025-05-28,Launched,Low
100297,Product_100297,6,Research,Reagent,2022-04-24,Launched,Medium
100298,Product_100298,5,Research,Software,2024-01-10,Development,Medium
100299,Product_100299,5,Regulatory Affairs,New Product,2024-01-28,Development,Medium
100300,Product_100300,4,Quality Assurance,Platform,2024-01-14,Launched,Low
100301,Product_100301,5,Regulatory Affairs,New Product,2022-04-24,Approved,Low
100302,Product_100302,1,Diagnostics,Software,2023-11-10,Submission,Low
100303,Product_100303,3,Research,Platform,2025-07-10,Approved,Low
100304,Product_100304,3,Quality Assurance,Reagent,2024-05-27,Launched,High
100305,Product_100305,6,Diagnostics,New Product,2022-06-09,Post-Market,Low
100306,Product_100306,3,Quality Assurance,Platform,2024-11-14,Launched,Low
100307,Product_100307,2,Quality Assurance,Reagent,2025-09-18,Launched,Medium
100308,Product_100308,4,Research,Reagent,2025-03-22,Launched,Low
100309,Product_100309,2,Regulatory Affairs,New Product,2022-05-17,Approved,Low
100310,Product_100310,1,Regulatory Affairs,Platform,2022-02-13,Post-Market,Low
100311,Product_100311,3,Product Management,Reagent,2022-09-15,Development,High
100312,Product_100312,3,Product Management,Component,2023-05-24,Launched,High
100313,Product_100313,2,Diagnostics,Component,2025-09-13,Approved,Low
100314,Product_100314,2,Research,Component,2023-09-24,Launched,Low
100315,Product_100315,2,Quality Assurance,Reagent,2025-11-18,Post-Market,Medium
100316,Product_100316,2,Research,Component,2022-05-25,Launched,Medium
100317,Product_100317,2,Research,New Product,2025-01-17,Post-Market,Low
100318,Product_100318,5,Product Management,Platform,2025-01-03,Launched,Low
100319,Product_100319,2,Diagnostics,Software,2025-11-02,Approved,Low
100320,Product_100320,6,Diagnostics,Platform,2024-02-03,Approved,Low
100321,Product_100321,6,Product Management,New Product,2024-06-03,Launched,Low
100322,Product_100322,3,Diagnostics,Component,2022-01-03,Approved,Low
100323,Product_100323,2,Quality Assurance,Platform,2025-07-11,Launched,Low
100324,Product_100324,3,Research,Reagent,2024-07-11,Submission,Low
100325,Product_100325,6,Diagnostics,Platform,2024-10-20,Post-Market,Low
100326,Product_100326,4,Product Management,Software,2023-05-11,Launched,Low
100327,Product_100327,5,Diagnostics,Component,2022-04-24,Development,Low
100328,Product_100328,3,Research,New Product,2024-11-27,Launched,Medium
100329,Product_100329,4,Research,Platform,2024-12-06,Launched,Low
100330,Product_100330,2,Regulatory Affairs,New Product,2022-09-20,Post-Market,Medium
100331,Product_100331,5,Regulatory Affairs,Software,2025-04-19,Approved,Medium
100332,Product_100332,1,Diagnostics,Software,2022-01-02,Launched,High
100333,Product_100333,5,Research,New Product,2024-08-11,Approved,High
100334,Product_100334,6,Diagnostics,Platform,2022-05-07,Launched,Low
100335,Product_100335,1,Diagnostics,Reagent,2025-01-03,Post-Market,High
100336,Product_100336,4,Product Management,New Product,2023-10-06,Development,High
100337,Product_100337,1,Regulatory Affairs,Reagent,2023-04-24,Approved,Low
100338,Product_100338,5,Diagnostics,New Product,2024-12-28,Submission,Low
100339,Product_100339,1,Research,New Product,2025-03-19,Approved,Low
100340,Product_100340,6,Product Management,Component,2024-06-01,Development,Medium
100341,Product_100341,1,Research,New Product,2024-12-07,Launched,Medium
100342,Product_100342,6,Regulatory Affairs,Reagent,2022-01-22,Approved,Low
100343,Product_100343,5,Product Management,Component,2025-04-15,Launched,Medium
100344,Product_100344,4,Product Management,Software,2024-05-14,Launched,Medium
100345,Product_100345,5,Product Management,Component,2022-08-18,Launched,Medium
100346,Product_100346,5,Research,Component,2023-12-06,Approved,Low
100347,Product_100347,6,Regulatory Affairs,Software,2024-07-05,Launched,Low
100348,Product_100348,2,Quality Assurance,Component,2025-03-09,Launched,Medium
100349,Product_100349,4,Quality Assurance,Reagent,2024-01-27,Submission,Medium
100350,Product_100350,1,Diagnostics,Component,2023-01-10,Development,Low
100351,Product_100351,4,Quality Assurance,Platform,2023-01-07,Launched,Medium
100352,Product_100352,1,Quality Assurance,Platform,2024-11-16,Submission,Low
100353,Product_100353,4,Quality Assurance,Platform,2025-06-13,Submission,Medium
100354,Product_100354,4,Research,Platform,2024-07-12,Approved,Low
100355,Product_100355,3,Regulatory Affairs,Platform,2025-03-13,Post-Market,High
100356,Product_100356,3,Diagnostics,Platform,2024-06-29,Launched,Low
100357,Product_100357,5,Diagnostics,New Product,2023-12-19,Launched,Low
100358,Product_100358,5,Regulatory Affairs,Reagent,2023-08-16,Approved,Low
100359,Product_100359,3,Research,Software,2023-12-16,Launched,High
100360,Product_100360,4,Research,Platform,2022-01-19,Approved,High
100361,Product_100361,6,Research,Reagent,2024-04-25,Post-Market,Medium
100362,Product_100362,1,Regulatory Affairs,Reagent,2022-10-02,Launched,Low
100363,Product_100363,1,Diagnostics,Reagent,2025-08-08,Launched,Medium
100364,Product_100364,1,Quality Assurance,New Product,2025-05-18,Post-Market,Medium
100365,Product_100365,4,Product Management,Platform,2023-12-23,Post-Market,Low
100366,Product_100366,3,Product Management,Platform,2024-06-20,Development,Low
100367,Product_100367,5,Quality Assurance,Software,2022-02-25,Approved,Low
100368,Product_100368,4,Product Management,Component,2024-04-24,Launched,Low
100369,Product_100369,2,Research,Component,2025-05-27,Development,Low
100370,Product_100370,6,Quality Assurance,Software,2024-02-08,Approved,Low
100371,Product_100371,5,Regulatory Affairs,Reagent,2025-06-11,Submission,Medium
100372,Product_100372,2,Regulatory Affairs,Component,2022-04-23,Launched,Medium
100373,Product_100373,2,Regulatory Affairs,Reagent,2025-11-25,Launched,High
100374,Product_100374,2,Diagnostics,Reagent,2023-05-23,Submission,Low
100375,Product_100375,1,Quality Assurance,Platform,2022-02-09,Launched,Low
100376,Product_100376,1,Quality Assurance,Reagent,2024-06-23,Approved,Low
100377,Product_100377,6,Product Management,New Product,2024-06-16,Post-Market,Medium
100378,Product_100378,3,Research,New Product,2022-07-03,Development,Low
100379,Product_100379,2,Quality Assurance,Reagent,2023-05-22,Launched,Medium
100380,Product_100380,5,Diagnostics,Platform,2025-09-07,Post-Market,Low
100381,Product_100381,3,Research,Platform,2022-10-04,Launched,Medium
100382,Product_100382,6,Diagnostics,Reagent,2022-04-17,Launched,Low
100383,Product_100383,5,Research,Platform,2025-04-15,Submission,Low
100384,Product_100384,3,Research,New Product,2024-09-20,Approved,Medium
100385,Product_100385,2,Product Management,New Product,2023-12-30,Submission,Low
100386,Product_100386,6,Research,Component,2023-03-17,Launched,Low
